Sentence_id,Text,class_label,processed_text
24475,They develop a positive or negative self- image.,0,develop positive negative self image
19510,"We have done the following things: Number one, we've managed the aftermath of the Cold War, supporting a big drop in nuclear weapons in Russia.",1,done following thing number one weve managed aftermath cold war supporting big drop nuclear weapon russia
29665,"My obligation right now is to do well for myself, my family, my employees, for my companies.",0,obligation right well family employee company
29874,I think -- I think -- I think Donald just criticized me for preparing for this debate.,0,think think think donald criticized preparing debate
20119,"The S & L crisis was over, they're starting to sell assets, all that money was coming in.",0,l crisis theyre starting sell asset money coming
18870,"It's another to be certain and be right, or to be certain and be moving in the right direction, or be certain about a principle and then learn new facts and take those new facts and put them to use in order to change and get your policy right.",0,another certain right certain moving right direction certain principle learn new fact take new fact put use order change get policy right
29638,It immediately was put to use.,0,immediately put use
14420,"All right, the war's over; we know he's dropping mustard gas on his own people, we know he's threatened to incinerate half of Israel.",1,right war know he dropping mustard gas people know he threatened incinerate half israel
6149,"If you've got an employer-based health care plan, you keep it.",0,youve got employerbased health care plan keep
1021,"With the fiscal program that I have, and if you look at the projections, it shows that we will reduce unemployment, that we will continue to win the battle against inflation, and at the same time give the kind of quality of life that I believe is possible in America.",0,fiscal program look projection show reduce unemployment continue win battle inflation time give kind quality life believe possible america
149,"And presidential leadership that I want to provide in this area will bring it down, but we've got to get the Democrats - Congress under control.",0,presidential leadership want provide area bring weve got get democrat congress control
14029,"But if I look at the facts as a businessman, it's so tilted, the first thing you ought to do is just say, guys, if you like these deals so well, we'll give you the deal you gave us.",0,look fact businessman tilted first thing ought say guy like deal well well give deal gave u
6303,"And local school districts end up having more of a burden, a bunch of unfunded mandates, the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs, but we never followed through on the promise of funding, and that left local school districts very cash-strapped.",1,local school district end burden bunch unfunded mandate kind thing happened special education right thing saying every school provide education kid special need never followed promise funding left local school district cashstrapped
6590,I pay for it by changing the relationship with the banks.,0,pay changing relationship bank
11689,We got intimately involved in building NATO and other structures there.,0,got intimately involved building nato structure
28121,One of the most important things is to continue the research and development component.,0,one important thing continue research development component
28596,"In the last several years, the so-called Freedom To Farm Law has, in my view, been mostly a failure.",0,last several year socalled freedom farm law view mostly failure
15745,But there are limits to what we can spend.,0,limit spend
11859,It's an issue throughout our society.,0,issue throughout society
26749,"Now, I think I have to let Senator Dole speak for himself.",0,think let senator dole speak
29371,You are going to drive business out.,0,going drive business
70,Those are the values I want to bring to the presidency and to the White House beginning in January of 1989.,0,value want bring presidency white house beginning january
19477,Let's get together on this instant check because that will really make a difference.,0,let get together instant check really make difference
7905,I would be willing as president to meet with Mr. Khrushchev or any other world leader if it would serve the cause of peace.,0,would willing president meet mr khrushchev world leader would serve cause peace
1568,"I'd like to ask the American people what, what's been accomplished.",0,id like ask american people whats accomplished
9808,He said that he'd cut in half the deficit.,0,said hed cut half deficit
27043,Part of American leadership is making sure that we're doing nation building here at home.,0,part american leadership making sure nation building home
14986,You have to see it to believe it.,0,see believe
6896,I don't force you to do anything.,0,dont force anything
23556,"And when I am president, I'm going to do it because we have to.",0,president im going
30103,"Well, I have to respond.",0,well respond
770,#NAME?,0,name
29801,"And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?",0,therefore think need u asking hard question know feeling way
11083,This requires a person who understands what our -- the limits of our capability are.,0,requires person understands limit capability
14206,"Now, leaders will always make mistakes.",0,leader always make mistake
10390,"Bill and that allowed him to go to college, that wasn't a handout.",0,bill allowed go college wasnt handout
336,The governor's wife has been very active in the homeless.,0,governor wife active homeless
2143,"You know, the name itself implies some sense of dependency on the part of these folks.",0,know name implies sense dependency part folk
29670,But we're opening the Old Post Office.,0,opening old post office
22815,That's what a president does.,0,thats president
17873,"I think the people should understand that two-thirds of the defense budget pays for pay and salary, or pay and pension.",1,think people understand twothirds defense budget pay pay salary pay pension
12983,"Senator Kennedy has said tonight again what he has said several times in the course of this - these debates and in the campaign, that American is standing still.",0,senator kennedy said tonight said several time course debate campaign american standing still
20288,And so what I've said is that there's been some missed opportunities.,0,ive said there missed opportunity
33194,"Because I support the Second Amendment doesn't mean that I want people who shouldn't have guns to be able to threaten you, kill you or members of your family.",0,support second amendment doesnt mean want people shouldnt gun able threaten kill member family
33410,"We're going to speed up the process, big league, because it's very inefficient.",0,going speed process big league inefficient
33588,"I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing.",0,want u biggest job program since world war ii job infrastructure advanced manufacturing
19482,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns.",1,brady bill kept least felon fugitive stalker getting hand gun
1241,"It's impossible for mayors or governors to cooperate with the resident, because they can't anticipate what's gonna happen next.",0,impossible mayor governor cooperate resident cant anticipate whats gon na happen next
34259,"We're giving them lots of money, lots of everything.",1,giving lot money lot everything
9257,"But we've also got to continue to figure out how we have efficiency energy, because ultimately that's how we're going to reduce demand and that's what's going to keep gas prices lower.",0,weve also got continue figure efficiency energy ultimately thats going reduce demand thats whats going keep gas price lower
12636,"I believe that this struggle is going to go on, and it may be well decided in the next decade.",0,believe struggle going go may well decided next decade
8740,"I agree with what I think is the major premise of your question, sir, that we are going to have to create a new conservation ethic in the minds of the American people.",0,agree think major premise question sir going create new conservation ethic mind american people
8325,And that's the fundamental reason why we can't let the farmer go by himself at the present time.,0,thats fundamental reason cant let farmer go present time
19849,"I've supported Headstart, I think we ought to look at it.",0,ive supported headstart think ought look
14583,That's what worries me --,0,thats worry
9626,"My chief of staff, for instance, had two kids that were still in school.",0,chief staff instance two kid still school
28932,I don't think you should support the death penalty to seek revenge.,0,dont think support death penalty seek revenge
18438,They just decided the time for diplomacy is over and rushed to war without planning for what happens afterwards.,0,decided time diplomacy rushed war without planning happens afterwards
16639,And in the term that I've been president - some two years - we have reduced federal employment by eleven thousand.,1,term ive president two year reduced federal employment eleven thousand
29249,Some country is going to be the clean- energy superpower of the 21st century.,0,country going clean energy superpower st century
23425,"And we're going to get the great entrepreneurial spirit of this country, and we're going to free ourselves from this dependency on Mideast oil.",0,going get great entrepreneurial spirit country going free dependency mideast oil
7326,Some people have a mistaken view of it in America.,0,people mistaken view america
12740,"We have moved in Latin America very effectively, and I'd also like to point this out: Senator Kennedy complains very appropriately about our inadequate ra- radio broadcasts for Latin America.",0,moved latin america effectively id also like point senator kennedy complains appropriately inadequate ra radio broadcast latin america
25609,America and Americans decide not just what's happening in this country.,0,america american decide whats happening country
1426,We had an 18 percent increase in housing starts.,1,percent increase housing start
28766,I don't think it's the issues that turn kids off.,0,dont think issue turn kid
4116,There's a difference between preconditions and preparation.,0,there difference precondition preparation
3998,"And as a consequence, we lost legitimacy in Pakistan.",1,consequence lost legitimacy pakistan
9330,"No, no, I had a question and the question was how much did you cut them by?",0,question question much cut
14071,Japan is trying to get the commercial airline business.,1,japan trying get commercial airline business
16915,"Even President Nixon, because he was a strong leader at least, worked with a Democratic Congress very well.",1,even president nixon strong leader least worked democratic congress well
10034,"I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing.",1,said wed transition afghanistan start making sure afghan responsible security thats im
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,1,know voted every increase spending saw come across floor united state senate working eliminate pork barrel earmark
9311,"Same thing with oil, same thing with natural gas.",1,thing oil thing natural gas
34071,We've accepted the outcomes when we may not have liked them.,0,weve accepted outcome may liked
22110,"You know, it's so easy now to say, hey, cut out foreign aid, we got a problem at home.",0,know easy say hey cut foreign aid got problem home
11300,"Not only would it threaten Israel, our strongest ally in the region and one of our strongest allies in the world, but it would also create a possibility of nuclear weapons falling into the hands of terrorists.",0,would threaten israel strongest ally region one strongest ally world would also create possibility nuclear weapon falling hand terrorist
18746,"If they weren't willing to work a deal, then we could have put sanctions together.",0,werent willing work deal could put sanction together
4203,"You deal with Russia based on, what are your -- what are the national security interests of the United States of America?",0,deal russia based national security interest united state america
11489,"Secondly, that I think it's important to reach out to moderate Arab nations, like Jordan and Egypt, Saudi Arabia and Kuwait.",0,secondly think important reach moderate arab nation like jordan egypt saudi arabia kuwait
12703,"Number two, I believe that if any economic sanctions against Latin America are going to be successful they have to be multilateral.",0,number two believe economic sanction latin america going successful multilateral
510,"The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare, help those youngsters, help their mothers to become independent and self-sufficient.",1,governor nation proposed congress help family get welfare help youngster help mother become independent selfsufficient
13701,And I'm going to do that.,0,im going
19624,And I hope that will happen.,0,hope happen
30107,"Under your direction, to a large extent.",0,direction large extent
516,"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",0,program cut slashed butchered theyve hurt kid country
11129,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",0,general petraeus strategy strategy different condition situation fundamental strategy succeeded iraq
4238,"No, actually, I think Senator McCain and I agree for the most part on these issues.",0,actually think senator mccain agree part issue
14174,I believe that -- I believe I made a mistake.,0,believe believe made mistake
12657,"What we do in this country, the kind of society that we build, that will tell whether freedom will be sustained around the world.",0,country kind society build tell whether freedom sustained around world
26968,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.",1,said gone iraq despite fact weapon mass destruction
10159,But it's one of the great tragedies related to violence in our society which has occurred during this administration.,0,one great tragedy related violence society occurred administration
16142,"Well, let me take him up on this question of farm subsidies.",0,well let take question farm subsidy
32201,"And not only are your rates going up by numbers that nobody's ever believed, but your deductibles are going up, so that unless you get hit by a truck, you're never going to be able to use it.",1,rate going number nobody ever believed deductible going unless get hit truck youre never going able use
30318,"But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that.",0,personally id rather deal problem put lid nuclear program still facing
32092,What you did -- and this is after getting a subpoena from the United States Congress.,1,getting subpoena united state congress
7253,The people I talked to their spirits were high.,0,people talked spirit high
20862,"We've got to recruit 100,000 new teachers.",0,weve got recruit new teacher
21157,It's time for a new look.,0,time new look
7863,Now that's an issue between Mr. Nixon and myself.,0,thats issue mr nixon
7896,I say that the American people don't want to go back to those policies.,0,say american people dont want go back policy
23602,"Will we have equal pay for women, which is going backwards?",0,equal pay woman going backwards
18223,There's a lot of really good people working hard to do so.,0,there lot really good people working hard
32809,"I would be a president for all of the people, African- Americans, the inner cities.",0,would president people african american inner city
22946,I could do a better job.,0,could better job
15919,"And, incidentally, may I say that that's the decision of the Congress, and the president has concurred.",0,incidentally may say thats decision congress president concurred
4001,That's going to change when I'm president of the United States.,0,thats going change im president united state
1422,But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period?,1,realize last ten year thats higher figure average growth tenyear period
27454,You're seeing it right now in the economy.,1,youre seeing right economy
20408,"Now, in the short-term we have to free ourselves from the domination of the big oil companies that have the ability to manipulate the price from OPEC when they want to raise the price.",1,shortterm free domination big oil company ability manipulate price opec want raise price
16488,That tax bill does not entirely meet the criteria that I established.,1,tax bill entirely meet criterion established
15305,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",1,although governor reagan changed position lately four different occasion advocated making social security voluntary system would effect quickly bankrupt
23696,"I made some mistakes in appointing people, but I'm not going to name them.",0,made mistake appointing people im going name
28869,You're going to get a tax relief in my plan.,0,youre going get tax relief plan
16357,"We've had dozens we've had dozens and dozens of officials in this Administration who have left under a cloud, who have left with the special prosecutor in their arm, have been indicted, convicted.",0,weve dozen weve dozen dozen official administration left cloud left special prosecutor arm indicted convicted
16912,"Well, it's not a matter of uh - Republican and Democrat.",0,well matter uh republican democrat
23295,"That raises, he says $800 billion; we say $600 billion.",1,raise say billion say billion
29372,"Your regulations are a disaster, and you're going to increase regulations all over the place.",0,regulation disaster youre going increase regulation place
18008,And that's how best it is to keep the peace.,0,thats best keep peace
9562,"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.",1,ran state massachusetts governor extent governor balanced budget four year
17422,That's where government should not be.,0,thats government
26978,They don't happen to be accurate.,0,dont happen accurate
7760,But we've got to get help from the Congress in order to do this.,0,weve got get help congress order
26371,We've had record numbers of new small businesses and 10 and a half million jobs.,1,weve record number new small business half million job
8402,"I think what Mr. Novins was referring to was not one of Senator Kennedy's speeches, but the Democratic platform, which did mention cutting the national debt.",0,think mr novins referring one senator kennedy speech democratic platform mention cutting national debt
3970,It's going to have to be employed in Afghanistan.,0,going employed afghanistan
16255,"And I think if we get rid of the labels--and I'm not keeping count, but I think Mr. Bush has used the label ""liberal"" at least ten times if I had a dollar, George, for every time you used that label, I'd qualify for one of those tax breaks for the rich that you want to give away.",0,think get rid labelsand im keeping count think mr bush used label liberal least ten time dollar george every time used label id qualify one tax break rich want give away
13488,The United States cannot continue to carry the major share of this burden by itself.,0,united state continue carry major share burden
22819,"General Shinseki had the wisdom to say, ""You're going to need several hundred thousand troops to win the peace.""",1,general shinseki wisdom say youre going need several hundred thousand troop win peace
6746,It also defined marriage as between a man and woman.,0,also defined marriage man woman
8042,The Nationalists have these two islands.,1,nationalist two island
25585,"I believe we need to be strong, and I will keep us strong.",0,believe need strong keep u strong
15790,"We felt strongly about them, and they did so well by us.",0,felt strongly well u
33324,We have to keep the drugs out of our country.,0,keep drug country
29451,"I have a feeling that by, the end of this evening, I'm going to be blamed for everything that's ever happened.",0,feeling end evening im going blamed everything thats ever happened
6716,We have more people who qualify.,1,people qualify
29502,The Fed is doing political -- by keeping the interest rates at this level.,1,fed political keeping interest rate level
25756,I'm no longer a public official.,0,im longer public official
7692,The right to vote is basic.,0,right vote basic
28720,Joe Lieberman and I gave them six months to clean up their act.,1,joe lieberman gave six month clean act
19127,"But even more importantly, you worry about the future and will they have the same opportunities that you and I have had.",0,even importantly worry future opportunity
4094,"It has not worked in Iran, it has not worked in North Korea.",0,worked iran worked north korea
32994,"So I'm putting in more than -- by the time it's finished, I'll have more than $100 million invested.",1,im putting time finished ill million invested
21868,Go home and look in the mirror.,0,go home look mirror
20428,Today we import one million barrels from Saddam Hussein.,1,today import one million barrel saddam hussein
5554,"If you make more -- if you make less than a quarter million dollars a year, then you will not see your income tax go up, your capital gains tax go up, your payroll tax.",1,make make le quarter million dollar year see income tax go capital gain tax go payroll tax
14979,"I have been talking to a number of Congressmen who have much the same idea that I have, and that is that in the inner city areas, that in cooperation with the local government and the national Government, and using tax incentives and with cooperating with the private sector, that we have development zones.",0,talking number congressman much idea inner city area cooperation local government national government using tax incentive cooperating private sector development zone
32004,"Instead of answering people's questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that's his choice.",0,instead answering people question talking agenda laying plan think make better life better country thats choice
12566,"And that is: not just to keep freedom for ourselves but to extend it to all the world, to extend it to all the world because that is America's destiny.",0,keep freedom extend world extend world america destiny
21887,"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.",0,think ought plastic surgery lot guy theyre ear listen
26339,"I never go anywhere, it seems like, where I don't meet somebody who has benefited from a Family Leave Law.",0,never go anywhere seems like dont meet somebody benefited family leave law
3126,"As I indicated earlier, we did agree on a twenty-four-hundred limitation on uh - uh - launchers of ballistic missiles.",1,indicated earlier agree twentyfourhundred limitation uh uh launcher ballistic missile
17859,"Personal earnings after taxes per capita have gone up almost $3,000 in these 4 years.",1,personal earnings tax per caput gone almost year
9569,"If the president were reelected, we'd go to almost $20 trillion of national debt.",1,president reelected wed go almost trillion national debt
33255,He even supported shutting the government down to defund Planned Parenthood.,1,even supported shutting government defund planned parenthood
4382,"I sit on the Veterans Affairs Committee, and we've got -- I meet veterans all across the country who are trying to figure out, ""How can I get disability payments?",0,sit veteran affair committee weve got meet veteran across country trying figure get disability payment
13298,And that's my view now.,0,thats view
18976,Mr. Putin now controls all the television stations.,1,mr putin control television station
23243,"It was the largest stock market correction -- one of the largest in history, which foretold a recession.",1,largest stock market correction one largest history foretold recession
7712,But it wou- uh - evidently uh - under the handling of the case it was not.,0,wou uh evidently uh handling case
14684,"But the main thing is he still didn't get it, from what he said the other night to that fine woman on our program, the 209 people in Richmond.",0,main thing still didnt get said night fine woman program people richmond
25167,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.",0,going say busy trying find center operation stem retaliation taken
25801,In the last four years we've worked hard to promote more competition to bring down the rate of inflation in health care costs without eroding health care quality.,0,last four year weve worked hard promote competition bring rate inflation health care cost without eroding health care quality
28813,I believe in this goal and effort with all my heart.,0,believe goal effort heart
26712,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.",1,file gathered guy bouncer bar hired security officer collect file watergate know person went jail looking one file one fbi file
19686,We did not feel that I could commit.,0,feel could commit
11572,He should be held accountable.,0,held accountable
8788,"So, yes, I told the American Legion National!",0,yes told american legion national
25267,"The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country.",0,john neuhaus who one distinguished arm control specialist country
9460,"And I will not -- I will not under any circumstances, reduce the share that's being paid by the highest income taxpayers.",0,circumstance reduce share thats paid highest income taxpayer
19116,I'm very proud to be the Republican nominee reaching out to Democrats and Independents.,0,im proud republican nominee reaching democrat independent
2282,"At the same time, regulation can become excessive.",0,time regulation become excessive
18500,"He'd been in Afghanistan, went to Iraq.",0,hed afghanistan went iraq
9742,And I think that's a mistake.,0,think thats mistake
21633,"My plan would dedicate $20 billion a year in each of the next 4 years for investments in new transportation, communications, environmental clean-ups and new technologies for the 21st century.",1,plan would dedicate billion year next year investment new transportation communication environmental cleanup new technology st century
2886,I've got a little ways to go before I start doing that.,0,ive got little way go start
24111,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,0,believe need ross talking control growth mandatory spending get tax
7658,I have talked to Negro mothers.,0,talked negro mother
27186,"And if we're strong in each of those things, American influence will grow.",0,strong thing american influence grow
6587,I have a manufacturing jobs credit.,0,manufacturing job credit
589,"As to Ferdinand Marcos, he isn't there any more.",0,ferdinand marcos isnt
821,Very serious mistakes in judgment were made.,0,serious mistake judgment made
1256,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",1,weve got extraordinarily high unemployment rate among downtown urban ghetto area uh particularly among poor particularly among minority group sometimes percent
12819,There should be no tests in the atmosphere; that rules out any fall-out.,0,test atmosphere rule fallout
29188,"Well, for one thing -- and before we start on that -- my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.",1,well one thing start father gave small loan built company thats worth many many billion dollar greatest asset world say thats kind thinking country need
29941,So he has a long record of engaging in racist behavior.,1,long record engaging racist behavior
28801,"For example, in our State of Texas I worked with the legislature, both Republicans and Democrats, to pass a law that said if you come in the top 10% of your high school class, you're automatically admitted to one of our higher institutions of learning, college.",1,example state texas worked legislature republican democrat pas law said come top high school class youre automatically admitted one higher institution learning college
25291,"I have further strongly recommended that this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way that's responsible and within the Constitution of the United States.",0,strongly recommended administration something done strengthen enforcement border strengthen official government deal undocumented worker way thats responsible within constitution united state
18944,"It will mean that China no longer is involved in convincing, along with us, for Kim Jong Il to get rid of his weapons.",0,mean china longer involved convincing along u kim jong il get rid weapon
30203,"I said, there's a person with a temperament that's got a problem.",0,said there person temperament thats got problem
4048,"So the point is that we will prevail in Afghanistan, but we need the new strategy and we need it to succeed.",0,point prevail afghanistan need new strategy need succeed
681,But there are opportunities there now.,0,opportunity
24036,"I think it goes with world leadership, and I think the levels we've come up with are just about right.",0,think go world leadership think level weve come right
20363,The federal government should take no more than a third of anybody's check.,0,federal government take third anybodys check
5855,And that has been a culture in Washington that has been taking place for too long.,0,culture washington taking place long
20784,"And if you just add the numbers up, he still hasn't denied it, he spends more money on a tax cut for the wealthiest 1% than all his new proposals for prescription drugs, healthcare, education, and national defense combined.",1,add number still hasnt denied spends money tax cut wealthiest new proposal prescription drug healthcare education national defense combined
1997,I have my own plan.,0,plan
6264,"This probably has more to do with our economic future than anything and that means it also has a national security implication, because there's never been a nation on earth that saw its economy decline and continued to maintain its primacy as a military power.",0,probably economic future anything mean also national security implication there never nation earth saw economy decline continued maintain primacy military power
13689,"And so yes, everybody's taxed too much and I want to get the taxes down, but not by signing a tax bill that's gonna raise taxes on people.",0,yes everybodys taxed much want get tax signing tax bill thats gon na raise tax people
24679,"-- because if the American people send me there, we'll get it done.",0,american people send well get done
2642,So I'm not planning on making changes there.,0,im planning making change
17131,"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",0,real interest rate real cost interest remain high many economist predicting moving period slow growth economy tapering may recession
20901,Something that the vice presidentÃ¢â‚¬â„¢s running mate supports.,0,something vice president running mate support
7626,I believe we should be stronger than we now are.,0,believe stronger
11783,I'm not so sure the role of the United States is to go around the world and say this is the way it's got to be.,0,im sure role united state go around world say way got
2032,"Well, we've had this discussion before.",0,well weve discussion
20738,The governor will not put Medicare in a lockbox.,0,governor put medicare lockbox
3225,South Korea faces a very delicate situation.,0,south korea face delicate situation
24354,That was their response to that sort of action.,0,response sort action
29026,I've kept the faith with my country.,0,ive kept faith country
1747,Middle-income families are being crushed.,0,middleincome family crushed
19230,"He said he did the right thing then, he knew it wouldn't work at the time.",0,said right thing knew wouldnt work time
3857,"The war started in 2003, and at the time when the war started, you said it was going to be quick and easy.",0,war started time war started said going quick easy
5664,"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.",0,would fight lineitem veto would certainly veto every earmark porkbarrel bill
11515,"But it won't be on my timetable, it will be on the timetable that people are comfortable with in the Middle East.",0,wont timetable timetable people comfortable middle east
32506,"His plan will give the wealthy and corporations the biggest tax cuts they've ever had, more than the Bush tax cuts by at least a factor of two.",1,plan give wealthy corporation biggest tax cut theyve ever bush tax cut least factor two
12067,But there's a larger law.,0,there larger law
3010,It's a matter of being strong.,0,matter strong
8396,I believe in the balanced budget.,0,believe balanced budget
14476,"Now, if that's true, just tell me now.",0,thats true tell
20936,"Secondly, one of the things that we have to be careful about in politics is throwing money at a system that has not yet been reformed.",0,secondly one thing careful politics throwing money system yet reformed
32286,We just lost a particular well-known one with Muhammad Ali.,0,lost particular wellknown one muhammad ali
20746,Those are very clear differences.,0,clear difference
18110,Their hope is that we grow weary and we leave.,0,hope grow weary leave
1966,The president's put it in place as much public debt -- almost as much debt held by the public as al prior presidents combined.,1,president put place much public debt almost much debt held public al prior president combined
718,I'm not reconsidering my position.,0,im reconsidering position
2754,If the president were to be reelected you're going to see a $716 billion cut to Medicare.,1,president reelected youre going see billion cut medicare
3386,"Thank you, and good night.",0,thank good night
2367,And -- and we've got to deal with cost.,0,weve got deal cost
13613,The rich are paying a bigger percent of the total tax burden.,1,rich paying bigger percent total tax burden
22855,"He keeps talking about, ""Let the inspectors do their job.""",0,keep talking let inspector job
10042,I -- I'm -- I feel very deeply sympathetic for the families of those who lost loved ones.,0,im feel deeply sympathetic family lost loved one
17452,"We have seen premature births that are now grown-up, happy people going around.",0,seen premature birth grownup happy people going around
30052,Our military is assisting in Iraq.,1,military assisting iraq
29064,"(LAUGHTER) But for those who have not made up their mind, I would like to conclude by this promise.",0,laughter made mind would like conclude promise
10035,"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.",0,come issue say going find exactly happened everybody held accountable
268,He is out there on out of the mainstream.,0,mainstream
7483,"And my daughters and my wife are people who just are filled with that sense of what's right, what's wrong.",0,daughter wife people filled sense whats right whats wrong
32636,That's how we got a treaty reducing nuclear weapons.,1,thats got treaty reducing nuclear weapon
8926,"And they figured out that between the tax cut that Governor Reagan is promising the American people, and the tax cut that Jimmy Carter is promising in 198I, his is worth about $122 more.",1,figured tax cut governor reagan promising american people tax cut jimmy carter promising worth
6124,"That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care.",0,think mistake think fundamental difference campaign would approach health care
28419,"And secondly, we've had enough fighting.",0,secondly weve enough fighting
33993,I find that just astonishing.,0,find astonishing
121,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",0,keep he going joe isuzu american politics
16005,"So, I don't want to fool around with it.",0,dont want fool around
886,I doubt very much that Mr. Bush's selection for the Vice Presidency of the United States meets that test.,0,doubt much mr bush selection vice presidency united state meet test
20219,"And I mean investing in education, health care, the environment, and middle-class tax cuts and retirement security.",0,mean investing education health care environment middleclass tax cut retirement security
28752,The big oil companies are against the measures to get more energy independence and renewable fuel.,1,big oil company measure get energy independence renewable fuel
1066,They wonder how an elected representative uh - can serve them and participate in such activities uh - serving in the Congress of the United States.,0,wonder elected representative uh serve participate activity uh serving congress united state
32466,The reason you didn't is that all your friends take the same advantage that I do.,0,reason didnt friend take advantage
18315,"The terrorism czar, who has worked for every president since Ronald Reagan, said, ""Invading Iraq in response to 9/11 would be like Franklin Roosevelt invading Mexico in response to Pearl Harbor.""",1,terrorism czar worked every president since ronald reagan said invading iraq response would like franklin roosevelt invading mexico response pearl harbor
6390,I think we all know America is going through tough times right now.,0,think know america going tough time right
24073,"Now, if you study our international competitors, some of our international competitors collect up to $3.50 a gallon in taxes, and they use that money to build infrastructure and to create jobs.",1,study international competitor international competitor collect gallon tax use money build infrastructure create job
19496,You're not going to worry about it anymore.,0,youre going worry anymore
22237,"You're going to see a lot of people fall over it, because any time you're spending $199 billion dollars a year, somebody's getting it.",1,youre going see lot people fall time youre spending billion dollar year somebody getting
7757,"Now when they talk about our record here, it is well that they recognize that they have to stand up for their record as well.",0,talk record well recognize stand record well
339,"These are people that care, that are trying to give of themselves.",0,people care trying give
20930,"All I'm saying is if you spend money, show us results and test every year, which you do not do, Mr. Vice President.",1,im saying spend money show u result test every year mr vice president
23410,"Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America.",0,secondly going create manufacturing job credit new job credit people able help hire competitive america
14692,"We've got a broad-based coalition that goes beyond party because I am going to change this country and make it better, with the help of the American people.",0,weve got broadbased coalition go beyond party going change country make better help american people
19125,You work harder and harder to make ends meet and put food on the table.,0,work harder harder make end meet put food table
7615,The U-2 flights were proper from the point of view of protecting our security.,0,u flight proper point view protecting security
1412,"The Miranda case, uh - the Burger Court uh - is gradually changing, and I'm pleased to see that there are some steps being made by the uh - Burger Court to modify the so-called Miranda decision.",1,miranda case uh burger court uh gradually changing im pleased see step made uh burger court modify socalled miranda decision
3011,It's a matter of being consistent.,0,matter consistent
18419,"The president is the one that said, ""We can't allow countries to get nuclear weapons.""",1,president one said cant allow country get nuclear weapon
7754,"I'd like to point out that in the last six years, the Democratic Congresses, of which he'd been a member, have cut twenty million dollars off of the Voice of America programs.",1,id like point last six year democratic congress hed member cut twenty million dollar voice america program
8323,The program that I have advocated is one which departs from the present program that we have in this respect.,1,program advocated one departs present program respect
23490,And that didn't make any sense.,0,didnt make sense
1118,"I would take eh - the strongest possible measures short of uh - actual military uh - action there by our own troops, but I doubt that that would be an eventuality.",0,would take eh strongest possible measure short uh actual military uh action troop doubt would eventuality
32338,"But we will have vetting that is as tough as it needs to be from our professionals, our intelligence experts and others.",0,vetting tough need professional intelligence expert others
27459,"I would say that ships that carry Iranian oil, can't come into our ports.",0,would say ship carry iranian oil cant come port
24103,"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",0,dont believe fair slap centagallon tax whatever many year people drive living people go long distance
33552,"... and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients.",1,admiral endorsing congressional medal honor recipient
